labour_entry_id,labour_id,work_type,project_id,work_date,daily_wage
LE10058,LB010,Bar Bender,PR019,2025-10-24,1000
LE10059,LB005,Mason,PR020,2025-10-24,900
LE10060,LB020,Bar Bender,PR018,2025-10-24,600
LE10061,LB015,Helper,PR017,2025-10-25,700
LE10062,LB012,Mason,PR012,2025-10-25,800
LE10063,LB001,Mason,PR004,2025-10-25,650
LE10064,LB006,Mason,PR019,2025-10-25,600
LE10065,LB011,Bar Bender,PR020,2025-10-25,750
LE10066,LB002,Helper,PR008,2025-10-25,800
LE10067,LB019,Carpenter,PR018,2025-10-25,850
LE10068,LB008,Mason,PR021,2025-10-25,1000
LE10069,LB007,Helper,PR015,2025-10-25,750
LE10070,LB003,Helper,PR017,2025-10-25,750
LE10071,LB010,Bar Bender,PR012,2025-10-25,1000
LE10072,LB009,Helper,PR004,2025-10-25,1000
LE10073,LB004,Mason,PR019,2025-10-25,650
LE10074,LB020,Bar Bender,PR020,2025-10-25,600
LE10075,LB016,Mason,PR008,2025-10-25,850
LE10076,LB013,Bar Bender,PR018,2025-10-25,700
LE10077,LB005,Mason,PR021,2025-10-25,900
LE10078,LB017,Bar Bender,PR015,2025-10-25,650
LE10079,LB014,Carpenter,PR017,2025-10-25,850
LE10080,LB018,Carpenter,PR012,2025-10-25,650
LE10081,LB004,Mason,PR020,2025-10-27,650
LE10082,LB007,Helper,PR017,2025-10-27,750
LE10083,LB002,Helper,PR004,2025-10-27,800
LE10084,LB005,Mason,PR008,2025-10-27,900
LE10085,LB001,Mason,PR019,2025-10-27,650
LE10086,LB006,Mason,PR012,2025-10-27,600
LE10087,LB013,Bar Bender,PR018,2025-10-27,700
LE10088,LB019,Carpenter,PR021,2025-10-27,850
LE10089,LB010,Bar Bender,PR020,2025-10-27,1000
LE10090,LB009,Helper,PR017,2025-10-27,1000
LE10091,LB018,Carpenter,PR004,2025-10-27,650
LE10092,LB015,Helper,PR008,2025-10-27,700
LE10093,LB003,Helper,PR019,2025-10-27,750
LE10094,LB011,Bar Bender,PR012,2025-10-27,750
LE10095,LB014,Carpenter,PR018,2025-10-27,850
LE10096,LB017,Bar Bender,PR021,2025-10-27,650
LE10097,LB020,Bar Bender,PR020,2025-10-27,600
LE10098,LB016,Mason,PR017,2025-10-27,850
LE10099,LB008,Mason,PR004,2025-10-27,1000
LE10100,LB012,Mason,PR008,2025-10-27,800
LE10101,LB014,Carpenter,PR021,2025-10-28,850
LE10102,LB013,Bar Bender,PR008,2025-10-28,700
LE10103,LB003,Helper,PR020,2025-10-28,750
LE10104,LB018,Carpenter,PR004,2025-10-28,650
LE10105,LB005,Mason,PR012,2025-10-28,900
LE10106,LB019,Carpenter,PR019,2025-10-28,850
LE10107,LB009,Helper,PR017,2025-10-28,1000
LE10108,LB016,Mason,PR018,2025-10-28,850
LE10109,LB002,Helper,PR021,2025-10-28,800
LE10110,LB012,Mason,PR008,2025-10-28,800
LE10111,LB008,Mason,PR020,2025-10-28,1000
LE10112,LB004,Mason,PR004,2025-10-28,650
LE10113,LB001,Mason,PR012,2025-10-28,650
LE10114,LB015,Helper,PR019,2025-10-28,700
LE10115,LB007,Helper,PR017,2025-10-28,750
LE10116,LB017,Bar Bender,PR018,2025-10-28,650
LE10117,LB010,Bar Bender,PR021,2025-10-28,1000
LE10118,LB020,Bar Bender,PR008,2025-10-28,600
LE10119,LB011,Bar Bender,PR020,2025-10-28,750
LE10120,LB006,Mason,PR004,2025-10-28,600
LE10121,LB003,Helper,PR019,2025-10-29,750
LE10122,LB018,Carpenter,PR021,2025-10-29,650
LE10123,LB008,Mason,PR020,2025-10-29,1000
LE10124,LB017,Bar Bender,PR018,2025-10-29,650
LE10125,LB010,Bar Bender,PR008,2025-10-29,1000
LE10126,LB007,Helper,PR004,2025-10-29,750
LE10127,LB016,Mason,PR012,2025-10-29,850
LE10128,LB001,Mason,PR017,2025-10-29,650
LE10129,LB009,Helper,PR019,2025-10-29,1000
LE10130,LB002,Helper,PR021,2025-10-29,800
LE10131,LB014,Carpenter,PR020,2025-10-29,850
LE10132,LB019,Carpenter,PR018,2025-10-29,850
LE10133,LB005,Mason,PR008,2025-10-29,900
LE10134,LB006,Mason,PR004,2025-10-29,600
LE10135,LB013,Bar Bender,PR012,2025-10-29,700
LE10136,LB015,Helper,PR017,2025-10-29,700
LE10137,LB020,Bar Bender,PR019,2025-10-29,600
LE10138,LB011,Bar Bender,PR021,2025-10-29,750
LE10139,LB004,Mason,PR020,2025-10-29,650
LE10140,LB012,Mason,PR018,2025-10-29,800
LE10141,LB002,Helper,PR020,2025-10-30,800
LE10142,LB008,Mason,PR004,2025-10-30,1000
LE10143,LB016,Mason,PR008,2025-10-30,850
LE10144,LB003,Helper,PR018,2025-10-30,750
LE10145,LB020,Bar Bender,PR021,2025-10-30,600
LE10146,LB006,Mason,PR012,2025-10-30,600
LE10147,LB018,Carpenter,PR019,2025-10-30,650
LE10148,LB007,Helper,PR017,2025-10-30,750
LE10149,LB010,Bar Bender,PR020,2025-10-30,1000
LE10150,LB012,Mason,PR004,2025-10-30,800
LE10151,LB014,Carpenter,PR008,2025-10-30,850
LE10152,LB009,Helper,PR018,2025-10-30,1000
LE10153,LB019,Carpenter,PR021,2025-10-30,850
LE10154,LB011,Bar Bender,PR012,2025-10-30,750
LE10155,LB017,Bar Bender,PR019,2025-10-30,650
LE10156,LB001,Mason,PR017,2025-10-30,650
LE10157,LB005,Mason,PR020,2025-10-30,900
LE10158,LB004,Mason,PR004,2025-10-30,650
LE10159,LB013,Bar Bender,PR008,2025-10-30,700
LE10160,LB015,Helper,PR018,2025-10-30,700
LE10161,LB001,Mason,PR019,2025-10-31,650
LE10162,LB002,Helper,PR018,2025-10-31,800
LE10163,LB020,Bar Bender,PR008,2025-10-31,600
LE10164,LB007,Helper,PR021,2025-10-31,750
LE10165,LB013,Bar Bender,PR020,2025-10-31,700
LE10166,LB011,Bar Bender,PR017,2025-10-31,750
LE10167,LB015,Helper,PR004,2025-10-31,700
LE10168,LB012,Mason,PR012,2025-10-31,800
LE10169,LB018,Carpenter,PR019,2025-10-31,650
LE10170,LB009,Helper,PR018,2025-10-31,1000
LE10171,LB008,Mason,PR008,2025-10-31,1000
LE10172,LB016,Mason,PR021,2025-10-31,850
LE10173,LB017,Bar Bender,PR020,2025-10-31,650
LE10174,LB010,Bar Bender,PR017,2025-10-31,1000
LE10175,LB004,Mason,PR004,2025-10-31,650
LE10176,LB019,Carpenter,PR012,2025-10-31,850
LE10177,LB006,Mason,PR019,2025-10-31,600
LE10178,LB003,Helper,PR018,2025-10-31,750
LE10179,LB005,Mason,PR008,2025-10-31,900
LE10180,LB014,Carpenter,PR021,2025-10-31,850
LE10181,LB011,Bar Bender,PR020,2025-11-01,750
LE10182,LB014,Carpenter,PR018,2025-11-01,850
LE10183,LB002,Helper,PR019,2025-11-01,800
LE10184,LB008,Mason,PR004,2025-11-01,1000
LE10185,LB017,Bar Bender,PR021,2025-11-01,650
LE10186,LB018,Carpenter,PR008,2025-11-01,650
LE10187,LB010,Bar Bender,PR017,2025-11-01,1000
LE10188,LB001,Mason,PR012,2025-11-01,650
LE10189,LB004,Mason,PR020,2025-11-01,650
LE10190,LB007,Helper,PR018,2025-11-01,750
LE10191,LB009,Helper,PR019,2025-11-01,1000
LE10192,LB013,Bar Bender,PR004,2025-11-01,700
LE10193,LB019,Carpenter,PR021,2025-11-01,850
LE10194,LB020,Bar Bender,PR008,2025-11-01,600
LE10195,LB006,Mason,PR017,2025-11-01,600
LE10196,LB015,Helper,PR012,2025-11-01,700
LE10197,LB016,Mason,PR020,2025-11-01,850
LE10198,LB012,Mason,PR018,2025-11-01,800
LE10199,LB003,Helper,PR019,2025-11-01,750
LE10200,LB005,Mason,PR004,2025-11-01,900
LE10201,LB020,Bar Bender,PR004,2025-11-03,600
LE10202,LB008,Mason,PR017,2025-11-03,1000
LE10203,LB010,Bar Bender,PR021,2025-11-03,1000
LE10204,LB005,Mason,PR008,2025-11-03,900
LE10205,LB013,Bar Bender,PR012,2025-11-03,700
LE10206,LB019,Carpenter,PR018,2025-11-03,850
LE10207,LB011,Bar Bender,PR020,2025-11-03,750
LE10208,LB002,Helper,PR019,2025-11-03,800
LE10209,LB014,Carpenter,PR004,2025-11-03,850
LE10210,LB016,Mason,PR017,2025-11-03,850
LE10211,LB012,Mason,PR021,2025-11-03,800
LE10212,LB017,Bar Bender,PR008,2025-11-03,650
LE10213,LB004,Mason,PR012,2025-11-03,650
LE10214,LB015,Helper,PR018,2025-11-03,700
LE10215,LB006,Mason,PR020,2025-11-03,600
LE10216,LB003,Helper,PR019,2025-11-03,750
LE10217,LB018,Carpenter,PR004,2025-11-03,650
LE10218,LB007,Helper,PR017,2025-11-03,750
LE10219,LB009,Helper,PR021,2025-11-03,1000
LE10220,LB001,Mason,PR008,2025-11-03,650
LE10221,LB011,Bar Bender,PR020,2025-11-04,750
LE10222,LB018,Carpenter,PR018,2025-11-04,650
LE10223,LB017,Bar Bender,PR017,2025-11-04,650
LE10224,LB004,Mason,PR004,2025-11-04,650
LE10225,LB002,Helper,PR021,2025-11-04,800
LE10226,LB006,Mason,PR019,2025-11-04,600
LE10227,LB007,Helper,PR012,2025-11-04,750
LE10228,LB012,Mason,PR008,2025-11-04,800
LE10229,LB010,Bar Bender,PR020,2025-11-04,1000
LE10230,LB008,Mason,PR018,2025-11-04,1000
LE10231,LB005,Mason,PR017,2025-11-04,900
LE10232,LB016,Mason,PR004,2025-11-04,850
LE10233,LB019,Carpenter,PR021,2025-11-04,850
LE10234,LB009,Helper,PR019,2025-11-04,1000
LE10235,LB013,Bar Bender,PR012,2025-11-04,700
LE10236,LB014,Carpenter,PR008,2025-11-04,850
LE10237,LB003,Helper,PR020,2025-11-04,750
LE10238,LB020,Bar Bender,PR018,2025-11-04,600
LE10239,LB001,Mason,PR017,2025-11-04,650
LE10240,LB015,Helper,PR004,2025-11-04,700
LE10241,LB015,Helper,PR012,2025-11-05,700
LE10242,LB004,Mason,PR019,2025-11-05,650
LE10243,LB001,Mason,PR021,2025-11-05,650
LE10244,LB016,Mason,PR018,2025-11-05,850
LE10245,LB002,Helper,PR008,2025-11-05,800
LE10246,LB005,Mason,PR004,2025-11-05,900
LE10247,LB020,Bar Bender,PR017,2025-11-05,600
LE10248,LB010,Bar Bender,PR020,2025-11-05,1000
LE10249,LB007,Helper,PR012,2025-11-05,750
LE10250,LB014,Carpenter,PR019,2025-11-05,850
LE10251,LB017,Bar Bender,PR021,2025-11-05,650
LE10252,LB018,Carpenter,PR018,2025-11-05,650
LE10253,LB011,Bar Bender,PR008,2025-11-05,750
LE10254,LB012,Mason,PR004,2025-11-05,800
LE10255,LB008,Mason,PR017,2025-11-05,1000
LE10256,LB019,Carpenter,PR020,2025-11-05,850
LE10257,LB006,Mason,PR012,2025-11-05,600
LE10258,LB009,Helper,PR019,2025-11-05,1000
LE10259,LB013,Bar Bender,PR021,2025-11-05,700
LE10260,LB003,Helper,PR018,2025-11-05,750
LE10261,LB014,Carpenter,PR004,2025-11-06,850
LE10262,LB018,Carpenter,PR020,2025-11-06,650
LE10263,LB002,Helper,PR021,2025-11-06,800
LE10264,LB010,Bar Bender,PR019,2025-11-06,1000
LE10265,LB019,Carpenter,PR012,2025-11-06,850
LE10266,LB009,Helper,PR017,2025-11-06,1000
LE10267,LB013,Bar Bender,PR018,2025-11-06,700
LE10268,LB006,Mason,PR008,2025-11-06,600
LE10269,LB001,Mason,PR004,2025-11-06,650
LE10270,LB017,Bar Bender,PR020,2025-11-06,650
LE10271,LB020,Bar Bender,PR021,2025-11-06,600
LE10272,LB005,Mason,PR019,2025-11-06,900
LE10273,LB004,Mason,PR012,2025-11-06,650
LE10274,LB007,Helper,PR017,2025-11-06,750
LE10275,LB012,Mason,PR018,2025-11-06,800
LE10276,LB003,Helper,PR008,2025-11-06,750
LE10277,LB008,Mason,PR004,2025-11-06,1000
LE10278,LB016,Mason,PR020,2025-11-06,850
LE10279,LB011,Bar Bender,PR021,2025-11-06,750
LE10280,LB015,Helper,PR019,2025-11-06,700
LE10281,LB006,Mason,PR018,2025-11-07,600
LE10282,LB013,Bar Bender,PR008,2025-11-07,700
LE10283,LB015,Helper,PR017,2025-11-07,700
LE10284,LB008,Mason,PR004,2025-11-07,1000
LE10285,LB005,Mason,PR020,2025-11-07,900
LE10286,LB018,Carpenter,PR012,2025-11-07,650
LE10287,LB001,Mason,PR019,2025-11-07,650
LE10288,LB016,Mason,PR018,2025-11-07,850
LE10289,LB011,Bar Bender,PR008,2025-11-07,750
LE10290,LB019,Carpenter,PR017,2025-11-07,850
LE10291,LB002,Helper,PR004,2025-11-07,800
LE10292,LB004,Mason,PR021,2025-11-07,650
LE10293,LB012,Mason,PR012,2025-11-07,800
LE10294,LB003,Helper,PR019,2025-11-07,750
LE10295,LB017,Bar Bender,PR018,2025-11-07,650
LE10296,LB009,Helper,PR008,2025-11-07,1000
LE10297,LB014,Carpenter,PR017,2025-11-07,850
LE10298,LB007,Helper,PR004,2025-11-07,750
LE10299,LB010,Bar Bender,PR021,2025-11-07,1000
LE10300,LB020,Bar Bender,PR012,2025-11-07,600
LE10301,LB019,Carpenter,PR017,2025-11-08,850
LE10302,LB011,Bar Bender,PR008,2025-11-08,750
LE10303,LB009,Helper,PR004,2025-11-08,1000
LE10304,LB006,Mason,PR021,2025-11-08,600
LE10305,LB015,Helper,PR019,2025-11-08,700
LE10306,LB008,Mason,PR018,2025-11-08,1000
LE10307,LB001,Mason,PR012,2025-11-08,650
LE10308,LB016,Mason,PR017,2025-11-08,850
LE10309,LB014,Carpenter,PR008,2025-11-08,850
LE10310,LB013,Bar Bender,PR004,2025-11-08,700
LE10311,LB012,Mason,PR021,2025-11-08,800
LE10312,LB017,Bar Bender,PR019,2025-11-08,650
LE10313,LB020,Bar Bender,PR018,2025-11-08,600
LE10314,LB018,Carpenter,PR012,2025-11-08,650
LE10315,LB005,Mason,PR017,2025-11-08,900
LE10316,LB002,Helper,PR008,2025-11-08,800
LE10317,LB004,Mason,PR004,2025-11-08,650
LE10318,LB010,Bar Bender,PR021,2025-11-08,1000
LE10319,LB003,Helper,PR019,2025-11-08,750
LE10320,LB007,Helper,PR018,2025-11-08,750
LE10321,LB006,Mason,PR019,2025-11-10,600
LE10322,LB009,Helper,PR017,2025-11-10,1000
LE10323,LB019,Carpenter,PR021,2025-11-10,850
LE10324,LB018,Carpenter,PR008,2025-11-10,650
LE10325,LB016,Mason,PR004,2025-11-10,850
LE10326,LB003,Helper,PR012,2025-11-10,750
LE10327,LB004,Mason,PR018,2025-11-10,650
LE10328,LB011,Bar Bender,PR019,2025-11-10,750
LE10329,LB015,Helper,PR017,2025-11-10,700
LE10330,LB012,Mason,PR021,2025-11-10,800
LE10331,LB010,Bar Bender,PR008,2025-11-10,1000
LE10332,LB001,Mason,PR004,2025-11-10,650
LE10333,LB014,Carpenter,PR012,2025-11-10,850
LE10334,LB017,Bar Bender,PR018,2025-11-10,650
LE10335,LB020,Bar Bender,PR019,2025-11-10,600
LE10336,LB007,Helper,PR017,2025-11-10,750
LE10337,LB002,Helper,PR021,2025-11-10,800
LE10338,LB013,Bar Bender,PR008,2025-11-10,700
LE10339,LB008,Mason,PR004,2025-11-10,1000
LE10340,LB005,Mason,PR012,2025-11-10,900
LE10341,LB009,Helper,PR008,2025-11-11,1000
LE10342,LB001,Mason,PR018,2025-11-11,650
LE10343,LB012,Mason,PR021,2025-11-11,800
LE10344,LB002,Helper,PR012,2025-11-11,800
LE10345,LB008,Mason,PR017,2025-11-11,1000
LE10346,LB006,Mason,PR019,2025-11-11,600
LE10347,LB017,Bar Bender,PR004,2025-11-11,650
LE10348,LB014,Carpenter,PR008,2025-11-11,850
LE10349,LB020,Bar Bender,PR018,2025-11-11,600
LE10350,LB016,Mason,PR021,2025-11-11,850
LE10351,LB013,Bar Bender,PR012,2025-11-11,700
LE10352,LB018,Carpenter,PR017,2025-11-11,650
LE10353,LB010,Bar Bender,PR019,2025-11-11,1000
LE10354,LB011,Bar Bender,PR004,2025-11-11,750
LE10355,LB007,Helper,PR008,2025-11-11,750
LE10356,LB003,Helper,PR018,2025-11-11,750
LE10357,LB005,Mason,PR021,2025-11-11,900
LE10358,LB004,Mason,PR012,2025-11-11,650
LE10359,LB015,Helper,PR017,2025-11-11,700
LE10360,LB019,Carpenter,PR019,2025-11-11,850
LE10361,LB011,Bar Bender,PR017,2025-11-12,750
LE10362,LB012,Mason,PR008,2025-11-12,800
LE10363,LB020,Bar Bender,PR004,2025-11-12,600
LE10364,LB014,Carpenter,PR019,2025-11-12,850
LE10365,LB019,Carpenter,PR018,2025-11-12,850
LE10366,LB008,Mason,PR012,2025-11-12,1000
LE10367,LB005,Mason,PR021,2025-11-12,900
LE10368,LB010,Bar Bender,PR017,2025-11-12,1000
LE10369,LB001,Mason,PR008,2025-11-12,650
LE10370,LB003,Helper,PR004,2025-11-12,750
LE10371,LB006,Mason,PR019,2025-11-12,600
LE10372,LB016,Mason,PR018,2025-11-12,850
LE10373,LB017,Bar Bender,PR012,2025-11-12,650
LE10374,LB002,Helper,PR021,2025-11-12,800
LE10375,LB015,Helper,PR017,2025-11-12,700
LE10376,LB009,Helper,PR008,2025-11-12,1000
LE10377,LB013,Bar Bender,PR004,2025-11-12,700
LE10378,LB018,Carpenter,PR019,2025-11-12,650
LE10379,LB004,Mason,PR018,2025-11-12,650
LE10380,LB007,Helper,PR012,2025-11-12,750
LE10381,LB019,Carpenter,PR017,2025-11-13,850
LE10382,LB002,Helper,PR018,2025-11-13,800
LE10383,LB005,Mason,PR004,2025-11-13,900
LE10384,LB013,Bar Bender,PR019,2025-11-13,700
LE10385,LB003,Helper,PR008,2025-11-13,750
LE10386,LB020,Bar Bender,PR021,2025-11-13,600
LE10387,LB004,Mason,PR012,2025-11-13,650
LE10388,LB010,Bar Bender,PR017,2025-11-13,1000
LE10389,LB009,Helper,PR018,2025-11-13,1000
LE10390,LB017,Bar Bender,PR004,2025-11-13,650
LE10391,LB012,Mason,PR019,2025-11-13,800
LE10392,LB007,Helper,PR008,2025-11-13,750
LE10393,LB015,Helper,PR021,2025-11-13,700
LE10394,LB011,Bar Bender,PR012,2025-11-13,750
LE10395,LB018,Carpenter,PR017,2025-11-13,650
LE10396,LB001,Mason,PR018,2025-11-13,650
LE10397,LB014,Carpenter,PR004,2025-11-13,850
LE10398,LB016,Mason,PR019,2025-11-13,850
LE10399,LB008,Mason,PR008,2025-11-13,1000
LE10400,LB006,Mason,PR021,2025-11-13,600
LE10401,LB008,Mason,PR019,2025-11-14,1000
LE10402,LB012,Mason,PR012,2025-11-14,800
LE10403,LB020,Bar Bender,PR004,2025-11-14,600
LE10404,LB015,Helper,PR021,2025-11-14,700
LE10405,LB011,Bar Bender,PR017,2025-11-14,750
LE10406,LB019,Carpenter,PR008,2025-11-14,850
LE10407,LB002,Helper,PR018,2025-11-14,800
LE10408,LB017,Bar Bender,PR019,2025-11-14,650
LE10409,LB004,Mason,PR012,2025-11-14,650
LE10410,LB018,Carpenter,PR004,2025-11-14,650
LE10411,LB007,Helper,PR021,2025-11-14,750
LE10412,LB006,Mason,PR017,2025-11-14,600
LE10413,LB014,Carpenter,PR008,2025-11-14,850
LE10414,LB003,Helper,PR018,2025-11-14,750
LE10415,LB005,Mason,PR019,2025-11-14,900
LE10416,LB009,Helper,PR012,2025-11-14,1000
LE10417,LB001,Mason,PR004,2025-11-14,650
LE10418,LB016,Mason,PR021,2025-11-14,850
LE10419,LB010,Bar Bender,PR017,2025-11-14,1000
LE10420,LB013,Bar Bender,PR008,2025-11-14,700
LE10421,LB018,Carpenter,PR012,2025-11-15,650
LE10422,LB008,Mason,PR019,2025-11-15,1000
LE10423,LB014,Carpenter,PR018,2025-11-15,850
LE10424,LB005,Mason,PR021,2025-11-15,900
LE10425,LB009,Helper,PR004,2025-11-15,1000
LE10426,LB013,Bar Bender,PR017,2025-11-15,700
LE10427,LB017,Bar Bender,PR008,2025-11-15,650
LE10428,LB006,Mason,PR012,2025-11-15,600
LE10429,LB015,Helper,PR019,2025-11-15,700
LE10430,LB002,Helper,PR018,2025-11-15,800
LE10431,LB011,Bar Bender,PR021,2025-11-15,750
LE10432,LB007,Helper,PR004,2025-11-15,750
LE10433,LB016,Mason,PR017,2025-11-15,850
LE10434,LB020,Bar Bender,PR008,2025-11-15,600
LE10435,LB010,Bar Bender,PR012,2025-11-15,1000
LE10436,LB019,Carpenter,PR019,2025-11-15,850
LE10437,LB004,Mason,PR021,2025-11-15,650
LE10438,LB003,Helper,PR004,2025-11-15,750
LE10439,LB001,Mason,PR017,2025-11-15,650
LE10440,LB012,Mason,PR008,2025-11-15,800
LE10441,LB009,Helper,PR017,2025-11-17,1000
LE10442,LB018,Carpenter,PR018,2025-11-17,650
LE10443,LB016,Mason,PR008,2025-11-17,850
LE10444,LB004,Mason,PR004,2025-11-17,650
LE10445,LB005,Mason,PR012,2025-11-17,900
LE10446,LB014,Carpenter,PR021,2025-11-17,850
LE10447,LB001,Mason,PR017,2025-11-17,650
LE10448,LB007,Helper,PR018,2025-11-17,750
LE10449,LB015,Helper,PR008,2025-11-17,700
LE10450,LB003,Helper,PR004,2025-11-17,750
LE10451,LB002,Helper,PR012,2025-11-17,800
LE10452,LB011,Bar Bender,PR021,2025-11-17,750
LE10453,LB013,Bar Bender,PR017,2025-11-17,700
LE10454,LB017,Bar Bender,PR018,2025-11-17,650
LE10455,LB020,Bar Bender,PR008,2025-11-17,600
LE10456,LB010,Bar Bender,PR004,2025-11-17,1000
LE10457,LB008,Mason,PR012,2025-11-17,1000
LE10458,LB006,Mason,PR021,2025-11-17,600
LE10459,LB012,Mason,PR017,2025-11-17,800
LE10460,LB019,Carpenter,PR018,2025-11-17,850
LE10461,LB019,Carpenter,PR004,2025-11-18,850
LE10462,LB004,Mason,PR008,2025-11-18,650
LE10463,LB002,Helper,PR017,2025-11-18,800
LE10464,LB003,Helper,PR012,2025-11-18,750
LE10465,LB012,Mason,PR021,2025-11-18,800
LE10466,LB008,Mason,PR018,2025-11-18,1000
LE10467,LB007,Helper,PR004,2025-11-18,750
LE10468,LB011,Bar Bender,PR008,2025-11-18,750
LE10469,LB015,Helper,PR017,2025-11-18,700
LE10470,LB014,Carpenter,PR012,2025-11-18,850
LE10471,LB005,Mason,PR021,2025-11-18,900
LE10472,LB016,Mason,PR018,2025-11-18,850
LE10473,LB017,Bar Bender,PR004,2025-11-18,650
LE10474,LB006,Mason,PR008,2025-11-18,600
LE10475,LB018,Carpenter,PR017,2025-11-18,650
LE10476,LB010,Bar Bender,PR012,2025-11-18,1000
LE10477,LB001,Mason,PR021,2025-11-18,650
LE10478,LB020,Bar Bender,PR018,2025-11-18,600
LE10479,LB009,Helper,PR004,2025-11-18,1000
LE10480,LB013,Bar Bender,PR008,2025-11-18,700
LE10481,LB013,Bar Bender,PR021,2025-11-19,700
LE10482,LB011,Bar Bender,PR018,2025-11-19,750
LE10483,LB015,Helper,PR012,2025-11-19,700
LE10484,LB006,Mason,PR017,2025-11-19,600
LE10485,LB009,Helper,PR008,2025-11-19,1000
LE10486,LB020,Bar Bender,PR004,2025-11-19,600
LE10487,LB002,Helper,PR021,2025-11-19,800
LE10488,LB004,Mason,PR018,2025-11-19,650
LE10489,LB005,Mason,PR012,2025-11-19,900
LE10490,LB008,Mason,PR017,2025-11-19,1000
LE10491,LB017,Bar Bender,PR008,2025-11-19,650
LE10492,LB001,Mason,PR004,2025-11-19,650
LE10493,LB007,Helper,PR021,2025-11-19,750
LE10494,LB003,Helper,PR018,2025-11-19,750
LE10495,LB019,Carpenter,PR012,2025-11-19,850
LE10496,LB018,Carpenter,PR017,2025-11-19,650
LE10497,LB010,Bar Bender,PR008,2025-11-19,1000
LE10498,LB016,Mason,PR004,2025-11-19,850
LE10499,LB012,Mason,PR021,2025-11-19,800
LE10500,LB014,Carpenter,PR018,2025-11-19,850
LE10501,LB019,Carpenter,PR017,2025-11-20,850
LE10502,LB011,Bar Bender,PR018,2025-11-20,750
LE10503,LB004,Mason,PR012,2025-11-20,650
LE10504,LB012,Mason,PR021,2025-11-20,800
LE10505,LB010,Bar Bender,PR004,2025-11-20,1000
LE10506,LB003,Helper,PR008,2025-11-20,750
LE10507,LB002,Helper,PR017,2025-11-20,800
LE10508,LB005,Mason,PR018,2025-11-20,900
LE10509,LB013,Bar Bender,PR012,2025-11-20,700
LE10510,LB008,Mason,PR021,2025-11-20,1000
LE10511,LB020,Bar Bender,PR004,2025-11-20,600
LE10512,LB018,Carpenter,PR008,2025-11-20,650
LE10513,LB015,Helper,PR017,2025-11-20,700
LE10514,LB016,Mason,PR018,2025-11-20,850
LE10515,LB007,Helper,PR012,2025-11-20,750
LE10516,LB017,Bar Bender,PR021,2025-11-20,650
LE10517,LB001,Mason,PR004,2025-11-20,650
LE10518,LB009,Helper,PR008,2025-11-20,1000
LE10519,LB014,Carpenter,PR017,2025-11-20,850
LE10520,LB006,Mason,PR018,2025-11-20,600
LE10521,LB001,Mason,PR012,2025-11-21,650
LE10522,LB002,Helper,PR004,2025-11-21,800
LE10523,LB018,Carpenter,PR008,2025-11-21,650
LE10524,LB007,Helper,PR018,2025-11-21,750
LE10525,LB020,Bar Bender,PR021,2025-11-21,600
LE10526,LB008,Mason,PR017,2025-11-21,1000
LE10527,LB014,Carpenter,PR012,2025-11-21,850
LE10528,LB016,Mason,PR004,2025-11-21,850
LE10529,LB006,Mason,PR008,2025-11-21,600
LE10530,LB004,Mason,PR018,2025-11-21,650
LE10531,LB005,Mason,PR021,2025-11-21,900
LE10532,LB017,Bar Bender,PR017,2025-11-21,650
LE10533,LB015,Helper,PR012,2025-11-21,700
LE10534,LB010,Bar Bender,PR004,2025-11-21,1000
LE10535,LB019,Carpenter,PR008,2025-11-21,850
LE10536,LB011,Bar Bender,PR018,2025-11-21,750
LE10537,LB003,Helper,PR021,2025-11-21,750
LE10538,LB013,Bar Bender,PR017,2025-11-21,700
LE10539,LB009,Helper,PR012,2025-11-21,1000
LE10540,LB012,Mason,PR004,2025-11-21,800
LE10541,LB005,Mason,PR018,2025-11-22,900
LE10542,LB009,Helper,PR008,2025-11-22,1000
LE10543,LB004,Mason,PR012,2025-11-22,650
LE10544,LB012,Mason,PR021,2025-11-22,800
LE10545,LB003,Helper,PR017,2025-11-22,750
LE10546,LB017,Bar Bender,PR004,2025-11-22,650
LE10547,LB013,Bar Bender,PR018,2025-11-22,700
LE10548,LB018,Carpenter,PR008,2025-11-22,650
LE10549,LB015,Helper,PR012,2025-11-22,700
LE10550,LB002,Helper,PR021,2025-11-22,800
LE10551,LB006,Mason,PR017,2025-11-22,600
LE10552,LB016,Mason,PR004,2025-11-22,850
LE10553,LB010,Bar Bender,PR018,2025-11-22,1000
LE10554,LB019,Carpenter,PR008,2025-11-22,850
LE10555,LB014,Carpenter,PR012,2025-11-22,850
LE10556,LB020,Bar Bender,PR021,2025-11-22,600
LE10557,LB001,Mason,PR017,2025-11-22,650
LE10558,LB007,Helper,PR004,2025-11-22,750
LE10559,LB011,Bar Bender,PR018,2025-11-22,750
LE10560,LB008,Mason,PR008,2025-11-22,1000
LE10561,LB007,Helper,PR012,2025-11-24,750
LE10562,LB018,Carpenter,PR017,2025-11-24,650
LE10563,LB002,Helper,PR018,2025-11-24,800
LE10564,LB001,Mason,PR021,2025-11-24,650
LE10565,LB008,Mason,PR004,2025-11-24,1000
LE10566,LB003,Helper,PR008,2025-11-24,750
LE10567,LB010,Bar Bender,PR012,2025-11-24,1000
LE10568,LB020,Bar Bender,PR017,2025-11-24,600
LE10569,LB004,Mason,PR018,2025-11-24,650
LE10570,LB011,Bar Bender,PR021,2025-11-24,750
